X,RamDA_mESC_48h_A04,RamDA_mESC_48h_A05,RamDA_mESC_48h_A06,RamDA_mESC_48h_A07,RamDA_mESC_48h_A08,RamDA_mESC_48h_B01,RamDA_mESC_48h_B02,RamDA_mESC_48h_B03,RamDA_mESC_48h_B04,RamDA_mESC_48h_B05,RamDA_mESC_48h_B06,RamDA_mESC_48h_B07,RamDA_mESC_48h_B08,RamDA_mESC_48h_B09,RamDA_mESC_48h_B10,RamDA_mESC_48h_B11,RamDA_mESC_48h_C01,RamDA_mESC_48h_C02,RamDA_mESC_48h_C03,RamDA_mESC_48h_C04,RamDA_mESC_48h_C05,RamDA_mESC_48h_C07,RamDA_mESC_48h_C08,RamDA_mESC_48h_C09,RamDA_mESC_48h_C10,RamDA_mESC_48h_C11,RamDA_mESC_48h_C12,RamDA_mESC_48h_D01,RamDA_mESC_48h_D02,RamDA_mESC_48h_D03,RamDA_mESC_48h_D04,RamDA_mESC_48h_D05,RamDA_mESC_48h_D06,RamDA_mESC_48h_D07,RamDA_mESC_48h_D08,RamDA_mESC_48h_D10,RamDA_mESC_48h_D11,RamDA_mESC_48h_D12,RamDA_mESC_48h_E02,RamDA_mESC_48h_E05,RamDA_mESC_48h_E06,RamDA_mESC_48h_E07,RamDA_mESC_48h_E08,RamDA_mESC_48h_E10,RamDA_mESC_48h_E11,RamDA_mESC_48h_E12,RamDA_mESC_48h_F01,RamDA_mESC_48h_F02,RamDA_mESC_48h_F03,RamDA_mESC_48h_F04,RamDA_mESC_48h_F05,RamDA_mESC_48h_F06,RamDA_mESC_48h_F07,RamDA_mESC_48h_F08,RamDA_mESC_48h_F09,RamDA_mESC_48h_F10,RamDA_mESC_48h_F11,RamDA_mESC_48h_F12,RamDA_mESC_48h_G01,RamDA_mESC_48h_G03,RamDA_mESC_48h_G04,RamDA_mESC_48h_G05,RamDA_mESC_48h_G06,RamDA_mESC_48h_G07,RamDA_mESC_48h_G08,RamDA_mESC_48h_G09,RamDA_mESC_48h_G10,RamDA_mESC_48h_G11,RamDA_mESC_48h_G12,RamDA_mESC_48h_H01,RamDA_mESC_48h_H02,RamDA_mESC_48h_H03,RamDA_mESC_48h_H04,RamDA_mESC_48h_H05,RamDA_mESC_48h_H06,RamDA_mESC_48h_H07,RamDA_mESC_48h_H08,RamDA_mESC_48h_H09,RamDA_mESC_48h_H10,RamDA_mESC_48h_H11,RamDA_mESC_48h_H12
Trib3,0.104357322,0.236480128,0.129567334,0,0,0.135877517,0.201776793,0,0.060934584,0.06761778,0.175987583,0,0,0,0.035237585,0,0.158278673,0.058562192,0,0.257762194,0.661684405,0.038251646,0.126253946,0,0.097175035,0,0,0.129727668,0,0,0,0.092136707,0.208120069,0,0.113509207,0.212025748,0,0.020368023,0.021590893,0.068021347,0,0,0,0,0.159452275,0,0,0.076463297,0.183435209,0.343896012,0.123767392,0.105471304,0.299121424,0.269653577,0,0,0.081450885,0.144069886,0.125466401,0,0,0,0.041915849,0.281464362,0.050719587,0.105810413,0.148046667,0,0.018210128,0.02108059,0,0.158296898,0,0.20066052,0.17638968,0.088907747,0,0.072316742,0.112190658,0,0.166554724
Trim24,1.904713997,0.776520811,1.429617924,1.672865301,1.475287854,1.438701258,1.413882873,2.679747978,1.525843518,1.150182449,1.264982853,2.009345364,2.204857655,1.934342566,1.610825753,1.989161603,1.250029176,1.654899434,1.901045182,1.915488128,4.202334427,1.860487805,1.442435343,1.843253589,0.863179701,1.142642276,1.381496096,1.409059062,1.866129721,2.076960679,1.491909725,1.724749503,2.07554987,1.951862318,1.74738441,2.166832131,1.839500561,1.879459293,2.536706738,1.936789096,1.332755868,1.70474479,1.065235709,1.66414662,1.204654458,1.271151347,1.416054703,1.027020618,1.778081181,1.629145001,1.747323007,2.372748328,2.047855458,1.520149187,1.751946557,1.048819564,2.588953097,1.654962254,1.423103143,1.965727459,2.274300781,1.449858479,1.425987419,1.502437455,1.586031607,1.363302892,1.744993752,2.118878617,1.334574073,1.65404314,1.183640866,1.850981417,1.29269912,1.897703353,1.061581911,1.314408155,1.896493274,1.930160686,1.606159336,1.951075584,2.490810137
Trim25,1.416133595,2.342768183,1.78306063,1.813283714,2.069824404,1.764152733,1.470547805,2.109670229,1.618389488,1.37001094,1.641206945,1.895977297,2.486425855,1.43860425,1.519138402,1.736062655,1.643646034,2.038483589,1.637683583,1.962355543,1.099424596,0.893636977,1.49333253,2.483459614,1.414954085,1.802623752,1.782894011,1.09668644,1.237822124,1.318489582,2.292840748,1.98486256,1.347488796,1.929820814,1.791586812,2.201018799,1.518027742,1.767667379,2.011053736,2.17741605,2.368292837,2.141315155,2.106196059,1.334155071,1.729082798,1.318613379,1.728887039,2.152560643,1.777044525,1.888696832,2.365790751,1.837808389,1.945626238,1.265154094,1.815207464,1.897224772,1.087375483,1.66397256,1.722910587,1.397516327,1.801288277,1.516996882,1.890700579,1.879792848,1.641463689,1.831299328,1.943435592,1.77189914,1.687045408,0.168719425,2.021427191,1.856154505,1.766881397,2.225009168,1.667580706,1.644575203,1.842590416,1.960252832,1.677116003,1.711451263,1.260204899
Trim28,5.791400398,5.293589067,5.547245506,5.771308335,4.790431479,5.002637446,5.53610001,4.634785445,5.484157289,5.626871901,5.365645621,5.677487512,5.760498649,5.657380333,5.865912802,5.594103882,5.342257304,5.799948937,5.698530315,5.647954744,7.239687951,5.462704415,5.789281439,6.00501856,6.051447309,5.335752825,6.034705022,5.138179309,5.469418289,5.708336829,6.339407998,5.692228813,5.949465935,5.441906997,5.734073802,6.080111928,5.862702202,5.897307742,6.920515665,6.004634106,6.169093025,5.562047956,5.90624234,5.346021787,5.421487081,5.701575919,5.492119231,5.500642392,5.591165455,5.971034011,5.972570247,6.133929527,6.126499054,5.754475657,5.843574985,5.448469142,5.462736384,5.33458848,5.093070288,5.825159296,5.650474772,5.516284489,5.704383698,4.497252782,6.102413051,6.06986104,5.454478518,5.330513568,5.557295445,5.111745785,5.730477937,5.879842147,5.598880592,5.787285335,5.263083614,5.189632505,5.496084354,5.40029263,5.495377158,5.800767145,4.796113589
Trim32,0.60523806,0.64515862,0.561274098,1.022096391,0,0,0.308362876,0,0.321391337,0,0.144794879,0.157041541,0.123717165,0.101955687,0.440995048,0.024524109,0,0.150237821,0.119032782,0.636511234,0.065887757,0.390474111,1.417730771,1.054228934,0.71836559,0.167988318,1.443959433,1.120549477,0.282833681,0.843660354,0.685931257,0.520735842,0.300429366,0.530632039,0.11274697,0.266521819,1.247302632,0.073221599,1.060077187,1.391143354,0.390196622,0.110151669,0.599971161,0.126172507,0.192379614,0.232764943,2.055123198,0.324773302,0.714844666,1.438857588,0.139506919,0.286113558,0.357595228,0.111877268,0.60033933,1.311415329,0.269556664,0.429865368,2.840899967,0.498211152,0.199753796,1.149625522,0.10026129,0.269589652,0.582501037,1.34333103,0.123186319,0.40097859,0.371710857,0.087981901,0.813860986,0.798838962,0,0.513725817,0,0,0.085288134,1.768057414,0.345831875,0.081821574,1.663096889
Trp53,1.954164312,1.74646975,2.258945736,2.818153843,1.94509274,2.331247906,2.196777337,2.167984636,1.940794335,2.250885745,1.421199074,3.077941431,3.115852432,2.867087106,1.595166241,2.749787825,2.213733306,2.61805981,2.472751898,2.238410462,2.392342239,3.361478474,2.64214392,2.546522485,2.924101042,2.401011132,3.226670859,1.941941751,2.348785784,3.016171589,3.51506933,2.273339962,2.292159772,2.694130809,2.330979556,1.845376787,2.979897258,2.815438198,3.018496371,3.083912568,2.876375529,2.947162771,3.073865444,2.404265573,1.988043749,2.527681498,2.389011878,2.787356493,3.153604994,2.359524465,2.64871535,2.586314639,3.468560541,2.727079194,2.886610768,2.653643511,2.04285142,2.64277397,2.379539179,3.275776523,2.979150245,2.763667213,2.626900002,1.422397827,2.081434625,2.15938853,1.379045118,1.451799179,2.279618281,2.171057412,3.074929838,2.726683204,2.534257749,2.510472543,2.390627996,2.48745254,2.241961096,2.903657281,2.392007396,2.603800441,2.215549259
Trp53bp1,2.400831099,1.665769778,2.477684991,2.407348028,2.4541153,2.42939133,2.692904749,2.699015005,2.327457294,1.848324846,2.682081991,1.985235266,2.451192625,2.477734867,2.932949064,2.561197345,2.611237951,2.290199421,3.11566909,1.608286572,3.164542412,1.824334408,2.339257436,1.419759831,2.636983075,2.164380986,1.984805861,1.882370084,2.194228841,2.323252934,2.083381811,2.839023461,3.060879022,2.644834752,2.486903359,2.502184982,2.226012163,2.45238658,1.869346307,2.262977335,1.812266039,1.74826117,2.297273165,2.273929327,1.993702206,2.305761877,1.799945929,2.941505986,2.537051759,2.292131263,3.134579455,2.685888662,3.208612229,1.905929566,2.895963395,2.841049249,2.525709645,2.42706408,2.390494314,2.443799076,2.297655036,2.681656411,2.184631521,1.200682807,1.869371165,2.194633294,3.563978205,2.156535163,2.613291014,1.498653771,2.031179598,2.821690411,2.553190897,2.321340578,2.843184186,1.82165155,1.755735215,2.151453696,1.915114874,2.230789313,2.496456869
Trrap,2.87504352,1.944282,2.282104059,2.339362042,1.493691493,2.150327396,2.713113484,2.502190688,2.562877362,2.240107074,2.100246998,2.046284926,1.957220373,2.410770121,2.1380406,2.672870384,2.290664413,2.047070068,2.577532998,2.588832405,2.406477816,2.081434043,1.675683018,2.049834341,1.825609543,2.187490409,2.484141658,2.516677548,2.585241658,2.89425907,1.70798837,3.282985573,2.747880742,2.777939385,2.599316934,1.874594312,2.500307017,1.751912472,2.404981233,2.471142475,2.519397079,2.476496293,2.058879529,1.785957686,2.311829959,1.638896639,1.985541195,1.999713491,2.265495163,2.536780444,2.425299902,2.506614079,2.624323949,2.349260533,1.575882501,1.794773462,2.320929658,2.62016531,2.798999613,2.552958004,2.005265523,1.177928693,1.834184675,2.335114182,2.530250099,2.599531271,2.821616996,2.248161669,2.357053876,2.938740549,1.737137806,2.416468529,1.735404967,2.218370737,2.468590826,2.711643503,1.883820928,1.799098754,1.68501041,2.802968923,2.768936795
Tsg101,2.252874248,2.238893138,1.822176229,2.60243383,1.328861078,1.996443351,2.113834685,1.821034784,2.262707214,1.626271432,1.822094806,2.293978722,1.697035193,2.052420972,2.225708031,1.990954843,1.817048066,0.900664147,1.839690979,1.933544365,1.578804998,1.680905995,2.225059778,2.46870633,1.708818116,1.578551754,1.466220553,1.888066198,1.363634429,2.157342262,2.427037169,2.365954297,2.416561967,1.793287317,2.270405113,2.113353639,1.409919598,1.467908423,1.993956432,2.009069918,2.375717984,2.2531997,2.424731173,1.233530649,1.787198717,2.182253622,2.090375923,1.884564353,1.765465049,2.059132203,2.886516571,2.545761193,2.920908367,1.529986528,1.709862615,1.70736113,1.866226051,1.954394719,2.42869466,1.913834668,2.321953902,1.531927727,2.227824896,1.657044379,2.146236027,2.677366809,1.355202369,1.564018042,1.781105955,1.994212984,2.078995835,1.850342079,1.658359439,1.616493979,2.034709005,1.767698755,2.118912909,2.067602241,1.50090808,2.1941662,2.415941986
Tuba4a,1.691816317,1.33566064,1.405396974,0.312153378,2.985249953,1.698286185,2.175489553,1.756041098,2.004238658,0.918965726,1.552451706,1.547562374,1.376061819,0.940445181,1.167764519,1.135625601,1.685664401,1.543209228,2.412781725,1.379691938,3.132690241,0.492321294,0.789415504,1.52591059,1.282812665,1.39142437,1.044471045,1.372744732,1.10016917,1.244799996,0.779979385,2.210103029,2.157922356,0.572169845,2.051666463,1.40083116,1.514459819,1.465733513,0.939186039,2.008987014,0.985937211,0.497049053,1.274440768,1.158060399,1.276080059,1.122767744,0.702250136,1.128411815,0.586896001,1.306171433,2.00546318,1.185817101,1.259573813,1.164780544,1.044159216,1.82466574,1.665467291,1.683157451,1.905882591,1.427802143,1.283486737,0.701536088,1.478810237,1.616802941,1.206792752,0.884467285,0.417982127,2.014875172,0.599839024,0.914745824,1.274167245,1.469149231,1.03357919,2.07553639,2.319193971,2.142488447,1.227312267,0.757650739,2.075908054,0.638266086,1.455320824
Tubb2b,0,1.11773368,0.609345249,0.000802913,0.672118353,6.62E-05,5.96E-05,4.37E-05,6.25E-05,0.398679394,0.000150042,0.677578696,0.336143091,0,0.571810575,0,0,0.279765166,5.26E-05,1.376396046,0.306618301,0.566473469,0.861349738,0.000156266,0,0,0.000252059,1.083573727,0,1.626952281,0.001552277,0.307943068,0.388603006,0.000397572,0.000102486,0.951591773,0.65679808,0,0.469481551,1.086347907,0.393245087,0.569505138,0.647363836,9.41E-05,1.589554176,0.409867202,0.563472641,0.7604353,0.265707505,1.356801112,1.10105501,0.000246412,1.113117341,0.592574612,0.387034256,0.528915744,0.760987977,0.452875425,1.601512399,0,0.789231263,0.955709928,0,1.285497232,0.725113554,1.583236738,1.223072693,0.000177081,0.000244846,0.000461666,0.000900562,1.612509997,0.259656716,0.811303997,0,0,3.88E-05,1.046048867,0.000114614,0.513817442,4.82E-05
Tulp3,1.342821124,0.452536101,0.684685311,1.036898368,0.840497874,0.875989399,1.31951875,0.740634218,0.996920459,0.451659563,1.286140265,0.886445278,0.826722404,1.087654659,1.323013174,0.768199174,0.786668888,0.843467974,0.667173787,0.328960445,1.002920762,1.365760709,1.29774488,1.245010946,1.070272884,0.80254389,0.57684748,1.254439468,0.708196911,1.106390785,1.388329261,1.49843295,1.075891502,1.603385336,0.739137448,1.322596148,1.424482669,0.976617232,1.013946048,1.333812587,1.230989354,1.087972305,1.084544875,0.699098505,0.465961266,1.013880461,1.028807652,0.560518937,0.813389527,1.325686214,0.794578707,0.683390013,1.22759715,0.954666134,1.024060808,0.821516378,0.864289657,1.233189324,1.039504542,1.047355333,1.035539201,1.016768346,1.048224456,1.09164762,0.941140321,0.861975078,1.213666713,1.216407428,1.2831095,1.259973171,1.311143764,1.650547923,0.638342823,1.576712603,0.479597246,0.470519624,0.575769644,1.048955518,0.610171221,1.190821285,0.938388155
Twist1,0.573467831,0.100011248,0.240951126,0.362960407,0,0.350949361,0.231717172,0.259867192,0.493645965,0.354419457,0.312286917,0.068464584,0.272569712,0,0.23312336,0,0.301722153,0.025466293,0.025983615,0.754400057,0,0,0.372111179,0.193552695,0.063274978,0.143235065,0.195881824,0.313448621,0.053997704,0.449406171,0.308254215,0.626960421,0.485688292,0.334501823,0.212066847,0.316144307,0,0,0,0.208706165,0.345885671,0.074601151,0.388184203,0,0.039000628,0.066741454,0.303478209,0.50707557,0.061725489,0.443648535,0.280407309,0.371211122,0.375316462,0.482913796,0.107464056,0.447557303,0.124174982,0.345814357,0.280745643,0.031740973,0.087881034,0.092799557,0.50406216,0.602741399,0.187050409,0.334748672,0.398334004,0.71501136,0.198407311,0.027129062,0.323065967,0.124102333,0,0.234387125,0.740604121,0.029267293,0.514955494,0.675025203,0.410951538,0.219594826,0.027094914
Txndc5,3.160502133,3.269045816,3.524037821,3.255646684,1.948085285,2.219847282,3.20476912,2.140004712,3.320105504,3.007248385,2.838789174,3.443878095,2.628984307,3.270987939,3.206278509,2.838582957,2.834980085,3.47439911,3.661022575,3.313389332,0.941211868,2.445516272,2.440894806,3.671127591,3.373995399,2.871979931,2.761733443,3.310074417,2.182012436,3.427899818,3.104323067,3.280946312,2.949169731,3.748165337,3.384612672,3.370352838,2.790216698,2.758042318,2.477529714,3.433138523,3.580864836,3.135513327,3.379013877,2.858829032,3.269632221,3.227114453,2.971282709,3.038533167,3.102658141,3.005285973,3.854179394,3.526782684,2.919032468,2.895336138,2.545961881,3.491739751,3.180647916,3.349218189,3.597484492,2.901290147,3.393647379,3.170146167,3.394668478,2.639476129,3.065675261,3.452924514,3.553678891,2.815696007,3.523407585,2.736394793,2.687239358,3.473309889,2.789071389,3.371847358,2.891531997,2.016242818,3.570743756,3.288116213,2.525564163,3.054371631,2.453441478
Txnip,0.800172852,0.098278104,0.74367239,0.224582028,0.647025311,0,0.668762323,0.656249242,1.809625171,0.86205677,2.358606953,0.157127257,0.600635481,0.576469273,0.238383693,0.235131367,1.534353101,0.702947783,0.47904122,0,0.129837019,1.360537977,0.825735734,0,0,0.089588966,0,0.519217551,0.679794134,0.349141184,0.223209951,1.201643451,0.306737895,0,0.669926443,0.339548339,0.435122483,2.036028109,0.928709774,0.137581376,0.593919522,0.350280771,0.594751188,0.22140106,0.345860365,0,0.207206194,0,0.360232541,0.508923882,0.120809055,0.159538789,0.401244652,1.511552814,1.146957106,0,0.330350221,0.508737644,1.331687874,1.374228309,0,0.121324405,0.722793413,0.482963689,0.113617973,0.42405526,1.232590233,0.669024127,0.737753821,0.305329094,0,0.431170231,0,0.490539771,1.62300874,0.181080067,0.380863872,0.511360192,0.209478553,0.651041397,2.497230895
Ube2c,3.872274289,1.436081087,1.394497693,1.637572744,0.210362897,2.939005861,3.738786759,0.412025103,3.917575663,2.270229767,1.685363135,1.186422791,2.147846203,0.864291879,3.694888722,2.070560655,1.575699592,0.847951347,1.133540206,1.101650803,2.654483867,1.992576126,4.88874955,1.534228194,1.923242081,1.66627587,1.91354291,3.238229345,2.117712781,3.305015224,2.058606055,1.92832918,4.763322742,1.712831488,4.549625154,2.706912423,0.488404647,3.04098283,2.058589129,2.997453438,2.473076041,2.785860021,1.86965956,2.014608929,2.624056936,2.276199362,3.552207545,1.717533633,0.46342437,4.158685603,1.784850631,1.744216985,4.006908016,2.219010782,3.099200435,1.728081595,3.093772777,0.970707781,2.618217826,1.404878602,3.243266865,2.956956452,1.956175381,3.569878524,4.42837387,1.717571933,1.925388266,0.351813221,4.641126908,0.503102987,2.152646849,4.418075303,1.735379096,1.979079561,0.308439901,1.376955814,3.588072723,4.329111238,3.451163392,1.918428256,0.569741401
Ubqln2,2.32442701,2.604399784,1.898584575,2.082023426,2.593139749,2.251515802,3.029613395,2.078552473,2.833865201,1.910268881,2.914208111,2.295774306,2.317364851,1.564603149,2.000374165,2.616013217,2.165646471,2.372433474,2.748569631,2.670807431,1.21729593,1.498571338,2.29408022,2.45164298,2.251573628,2.261680495,1.574895256,2.783014719,2.777430337,2.536516462,2.046924082,3.026173503,3.040827291,2.389026977,2.512524207,2.416704599,2.147867329,1.519082291,1.2209419,2.653506902,2.338177447,2.55268385,2.091927225,1.070316652,2.736344849,2.113092921,2.622850151,2.24566717,2.369215008,3.319335898,2.035244511,2.205334072,2.632600099,2.845844201,1.940415847,2.115214862,2.686454036,2.6606911,2.719051233,1.455751276,2.282555428,2.567775563,1.848906153,3.18166795,2.647919148,2.315116962,2.352717683,2.476987052,2.463235791,2.38716051,2.305977122,2.404888056,1.568735442,2.49659966,2.612799759,2.864862422,2.855817047,2.688850324,2.402768674,2.154407015,2.614073131
Ubtf,1.683330057,1.251351433,2.018458279,2.284542267,1.192040186,1.263252406,1.82171642,1.076951024,2.249435315,2.001447372,1.405857915,1.736759641,1.671161507,1.305699041,1.773251859,1.863730943,1.775628042,1.799422408,2.275142628,1.29708592,2.404285402,2.169667426,1.932766387,1.617168239,2.029939626,1.329160847,2.005933996,1.913448136,1.341519756,1.919067769,1.791049913,1.986486549,2.193423577,1.949435658,2.435130117,1.665650012,1.740606662,2.249656381,2.184667487,2.144296891,2.091949472,1.64583971,2.340808511,1.42745386,1.569806526,1.492169772,1.782278416,1.944270954,1.78940722,1.566773302,2.189656553,2.232677322,2.162852824,1.551432411,2.396632733,1.827468312,2.050351668,1.864393736,1.863858592,1.817737259,1.695218766,1.47724619,1.903463545,2.017341256,2.101189287,2.389097729,1.7248461,2.207716654,2.084969556,1.649572477,2.245381125,2.055693557,0.897077397,1.738015905,1.805784383,1.526897642,2.241646608,1.976029002,1.55243276,1.467860831,1.512563735
Uhrf1,3.208318053,3.118198174,2.697849001,3.429502421,0.700165607,1.3597406,2.364483222,2.384041562,2.737523971,1.962704829,1.986620866,2.538134436,3.372258906,3.760413718,2.170814025,2.258435703,3.494367709,3.349093076,3.334217501,2.944491836,2.677011338,2.238370823,2.613277113,3.465210874,3.813857015,2.619075027,3.258028778,2.670321666,2.789498659,2.468981921,3.78872444,3.123642732,2.718838183,3.95523003,2.168403415,2.861930601,3.303195773,2.767239838,2.793684619,3.330541071,3.803023605,3.092540258,2.971071781,2.541296943,2.587118351,2.494296082,1.865571131,3.179582191,2.737857587,2.254913785,3.540119336,3.626155447,2.587008809,2.606220565,1.185556049,3.528917942,2.569478752,3.02350673,3.079945596,2.426777841,2.704663941,2.011955131,3.286279482,2.370520043,2.310556919,2.931100301,3.557228625,2.061594913,2.134710325,2.600021643,3.658539409,3.083316813,2.610582384,3.360893366,2.673004264,2.634356465,2.551551262,2.654332685,2.54220787,2.372935988,2.038712365
Ung,0.09004708,1.994293263,1.58215476,2.415314883,0.684818922,0.063674127,0.342866214,0.521178746,0,0.316331321,0,2.568139898,1.881797833,1.841599188,0.169625537,0.229612289,1.161152069,3.049672563,1.806693671,1.084010067,2.055425993,0.491457661,0.131040519,2.771139207,2.567710776,0.472247179,1.53769031,0.45523203,0.260855088,0.055954565,0.881696549,1.106353347,0.206735304,2.221590567,0.242280896,0.190885428,2.492444708,1.625488527,2.054641663,2.835817966,2.812056711,1.628733619,2.063004186,0.788711576,0,1.216457392,0.493114662,2.292229584,1.887090538,0.119224146,2.448617733,2.015292559,0.133130049,0.377942836,0.886276071,2.375205144,0.109737857,2.22671167,0.345547883,0.785155677,1.820812752,0.110344775,1.540306403,0.013023349,0,2.763112148,1.082000888,0.581268457,0.01149589,2.003531937,2.305985444,0.278086308,1.579040035,1.604158817,2.231362259,0.360641935,0.305095398,0.248624091,0.147963433,0.328147196,1.363197617
Usf1,1.561655086,1.092911772,1.097213612,1.760919237,0.807079694,1.643562286,1.597138945,1.242511335,2.225530114,1.283244855,1.467796066,1.463984314,1.525633867,1.363429919,1.425736716,0.942435742,1.717046364,0.665331553,2.039978804,1.946761672,2.928363896,1.45592614,0.536373181,1.28884311,0.550899225,1.697725231,1.198171314,2.199560925,1.944184892,2.081875574,1.370986687,1.784313294,1.147415917,1.40852211,1.726348508,1.780504053,2.593306521,1.877973652,1.811257626,2.343711423,1.782343419,1.547318187,1.544797839,1.412320482,1.548448807,1.860986748,2.106072712,0.997983745,0.982029673,1.346357972,0.652114662,1.718452651,1.590593738,1.640024459,1.08814878,1.252814391,1.103021162,1.396782874,1.052789133,1.623726187,1.34917885,1.271544262,1.707660519,1.086371003,1.250797563,1.42146219,1.871579979,1.321873682,1.863271124,0.967556944,1.057407623,1.30463838,2.502299882,1.767891755,1.184043919,1.134783673,1.478656854,1.487245826,1.756544411,1.795628787,1.598149603
Utf1,0.56632385,0.236543158,2.324914709,2.35935655,0.036597241,0,0.146365583,0.318938907,0.14050419,0.446421691,0,0.031872923,1.5884632,1.047412219,1.08488879,1.18511408,1.038375507,1.416755829,0,0.385655781,1.005475412,1.610959002,3.209460957,1.519376456,2.32726405,1.466304281,2.5611504,0.532238705,0,0.439079825,1.586721554,0.276310837,0.205780249,0.223934165,0,1.650586516,2.045050242,1.755612318,1.441517579,2.176305669,1.68275871,1.017570554,1.562359285,2.275220091,0.959491752,1.232239606,2.01377367,1.72406371,2.168662751,0.882831048,1.000916814,0.653722019,1.268059251,0.209927909,3.041497421,0.388076371,1.22818139,0.56581145,0.216083899,2.149090923,0.922149289,1.190658411,0.858038992,0,0.653213401,0.926217816,0.776122401,0.09993045,0.765736258,0.143654899,1.920366908,0.717306771,1.486486932,1.760550533,0.900926124,0.509833677,0.938703155,1.144823071,0.950689313,0.226542559,1.460220335
