X,RamDA_mESC_24h_A04,RamDA_mESC_24h_A05,RamDA_mESC_24h_A06,RamDA_mESC_24h_A08,RamDA_mESC_24h_A09,RamDA_mESC_24h_A10,RamDA_mESC_24h_A11,RamDA_mESC_24h_A12,RamDA_mESC_24h_B01,RamDA_mESC_24h_B02,RamDA_mESC_24h_B03,RamDA_mESC_24h_B04,RamDA_mESC_24h_B05,RamDA_mESC_24h_B06,RamDA_mESC_24h_B07,RamDA_mESC_24h_B08,RamDA_mESC_24h_B09,RamDA_mESC_24h_B10,RamDA_mESC_24h_B11,RamDA_mESC_24h_B12,RamDA_mESC_24h_C01,RamDA_mESC_24h_C02,RamDA_mESC_24h_C03,RamDA_mESC_24h_C04,RamDA_mESC_24h_C05,RamDA_mESC_24h_C06,RamDA_mESC_24h_C07,RamDA_mESC_24h_C08,RamDA_mESC_24h_C09,RamDA_mESC_24h_C10,RamDA_mESC_24h_C11,RamDA_mESC_24h_C12,RamDA_mESC_24h_D01,RamDA_mESC_24h_D02,RamDA_mESC_24h_D03,RamDA_mESC_24h_D04,RamDA_mESC_24h_D05,RamDA_mESC_24h_D06,RamDA_mESC_24h_D07,RamDA_mESC_24h_D08,RamDA_mESC_24h_D09,RamDA_mESC_24h_D10,RamDA_mESC_24h_D11,RamDA_mESC_24h_D12,RamDA_mESC_24h_E01,RamDA_mESC_24h_E02,RamDA_mESC_24h_E03,RamDA_mESC_24h_E04,RamDA_mESC_24h_E05,RamDA_mESC_24h_E06,RamDA_mESC_24h_E07,RamDA_mESC_24h_E08,RamDA_mESC_24h_E09,RamDA_mESC_24h_E10,RamDA_mESC_24h_E11,RamDA_mESC_24h_E12,RamDA_mESC_24h_F01,RamDA_mESC_24h_F02,RamDA_mESC_24h_F03,RamDA_mESC_24h_F05,RamDA_mESC_24h_F06,RamDA_mESC_24h_F07,RamDA_mESC_24h_F08,RamDA_mESC_24h_F09,RamDA_mESC_24h_F10,RamDA_mESC_24h_F11,RamDA_mESC_24h_F12,RamDA_mESC_24h_G01,RamDA_mESC_24h_G02,RamDA_mESC_24h_G03,RamDA_mESC_24h_G04,RamDA_mESC_24h_G05,RamDA_mESC_24h_G06,RamDA_mESC_24h_G07,RamDA_mESC_24h_G08,RamDA_mESC_24h_G09,RamDA_mESC_24h_G11,RamDA_mESC_24h_G12,RamDA_mESC_24h_H01,RamDA_mESC_24h_H02,RamDA_mESC_24h_H03,RamDA_mESC_24h_H04,RamDA_mESC_24h_H05,RamDA_mESC_24h_H06,RamDA_mESC_24h_H07,RamDA_mESC_24h_H08,RamDA_mESC_24h_H09,RamDA_mESC_24h_H10,RamDA_mESC_24h_H11,RamDA_mESC_24h_H12
Stat5a,0.011787711,0.020037416,0.289379672,0.246613349,0.019927653,0.014062576,0,0.763948526,0.06459804,0.06125374,0.023403663,0.201064721,0.445556703,0.112177974,0.083446198,0.039199839,0.109533273,0.102792791,0.081450226,0.003594802,0.493183416,0.108071739,0.162354279,0.400070357,0.316416282,0.298272546,0.039014031,0.15018707,0.010010847,0.523720756,0.059813338,0.055624777,0.035749656,0.087268129,0.092138979,0.375616693,0.021740061,0.390349474,0.015542975,0.011492287,0.757685209,0.070386519,0.015900394,0.088327362,0.206741075,0.314420413,0.427635422,0.366294796,0.001275803,0.124714804,0.067555222,0.188387273,0.225993747,0.524644904,0.240643963,0.20955217,0.33135715,0.203376321,0.407434985,0.386496377,0.135439007,0.311433158,7.28E-06,0.255145139,0.518126438,0.083159051,0.097995979,0.202172566,0.150809026,0.010724718,0.217041269,0.642619284,0.040221119,0.455378378,0.027755391,0.164847024,0.083918549,0.47209746,0.164315558,0.037762569,0.370486282,0.292043596,0.680814257,0.582393313,0.032314761,0.306255637,0.329581514,0.283677837,0.232109741,0.729755981
Stat5b,0.283171882,0.324985132,0.060453413,0.220956353,0.237004019,0.1948886,0.299152676,0.210155416,0.194257039,0.450274541,0.227450569,0,0.209008228,0.16782611,0.385636682,0,0.111510148,0.393711383,0.344203964,0.138027976,0.435196628,0.434155407,0,0.259433768,0.249301211,0.082957426,0.272729577,0.510089478,0.402617175,0.352588137,0.512986554,0.559106211,0.331753306,0.216330428,0.121951471,0.218219151,0.081788385,0,0.25150798,0.549463869,0.361833357,0.374140844,0.163834159,0.148861424,0.620492828,0.779650266,0.145692141,0.32761376,0.074665954,0.345041981,0.195399926,0.237320864,0.228997214,0.123193309,0.219034378,0.47863279,0.385883124,0.02732125,0.028502407,0.157003868,0.398509912,0.161649386,0.21416985,0.234469941,0.284853106,0.220294867,0.065813167,0.653426258,0.25833317,0.139621049,0.070777128,0.162043084,0.127602923,0,0.479771083,0.542462387,0.25744783,0.530017602,0.621091377,0.263137835,0.447886571,0,0.388743962,0.341035012,0,0.221368108,0.297564357,0.152525482,0.287544417,0.169982029
Stxbp2,2.720549846,1.653591684,2.245254331,2.93356648,1.59848798,2.049812508,2.549808603,2.694190558,2.295982998,2.345266176,1.781658476,2.950175528,2.549121756,2.690176023,1.922138167,2.758510118,3.604037109,1.324170937,3.115180898,1.806715459,2.995504917,2.237532467,2.54991233,1.896727012,1.787075417,3.33396421,2.397438268,2.837161793,2.791302132,3.732863644,0.6533368,3.227697332,1.165175305,2.635459295,2.349145604,1.965205163,2.087294511,1.962563288,2.458866839,2.096391758,2.54386819,2.59829892,2.898523302,2.916463694,2.604851194,3.209994524,3.122559628,0.82959836,2.225105977,2.466938341,3.360591503,2.962034638,1.541738904,2.953083585,2.665212446,1.910921701,1.709039782,1.726667111,3.028782044,2.379744603,2.472020226,1.864479937,2.873786697,2.832272527,3.184031541,2.489133937,2.678516591,2.641071436,3.205643617,2.56827103,2.374279877,1.40148821,2.456238077,2.160672004,2.193290619,2.477817934,3.014062584,2.990550929,3.133672539,3.021457068,2.905568992,1.324333398,2.938688492,2.916261227,3.304443781,1.658720894,2.53412264,2.067874724,2.992498954,3.759436456
Suz12,2.507405401,3.685549596,3.06632569,2.068723217,3.449862713,3.039475167,3.093723953,2.962390358,2.911392509,2.723421717,2.788143034,2.641954509,3.320984315,3.109527449,2.79845645,2.956362998,2.443777958,2.697978176,2.799965431,2.991566438,2.543797899,3.387908453,2.522235056,3.0287236,4.00820282,2.330377315,3.839997887,2.465711937,3.056582435,2.80525744,3.194506084,2.979828617,3.014758077,3.094585445,3.215329336,2.901156803,3.485356942,3.855401755,3.827962046,2.960119877,2.741598392,3.460679958,3.477382297,2.181055267,2.488990437,2.677314566,2.418138703,3.094468481,2.552181374,2.641335049,3.732126325,3.008579143,2.71665021,3.149924659,2.301341616,3.563366478,2.64617244,3.543365149,2.796610648,3.385686704,3.695064155,3.552279321,3.613188009,2.303087882,2.556718895,3.498481405,2.293141881,3.09509266,2.970759274,1.723923337,2.936461317,3.102072965,2.73758131,3.829641936,3.144323772,2.358266834,3.094704507,3.272219644,1.665198686,2.667604668,2.653437641,3.30585302,2.97310547,2.5718944,3.182156213,3.906326892,2.591689365,2.900573141,3.278904356,2.351158151
Tada3,0.432524451,0.588116971,0.65867186,0.560141495,0.832377366,0.911370372,0.586713443,0,0.409811936,1.313476366,0.487455797,1.074403726,1.136385731,0.631846773,0.520308348,0.481217666,0.762675576,1.046341369,0.595633934,0.561577958,0.38773221,0.114149779,0.769576747,0.064404438,0.913868517,0.513739125,0.467505847,0.61971801,0.07872799,0.798626113,1.489096884,0.492534777,0.70326174,0.536906271,0.745863185,0.484598519,0.926954236,0.20432248,1.238632931,0.587938818,0.746406688,0.618438682,0.474803828,1.214690981,0,1.172316854,0.895593373,0.71560883,0.442854779,0.868089691,1.016265778,0.314858738,0.295809512,1.048288784,0.983942738,0.092885456,0.920220979,0.934478883,1.141132298,1.048808806,0.682984192,1.017972188,0.698111763,0.525521793,0.27412485,0.942886089,0.719556695,1.003774892,0.659237522,0.654801176,0.792053028,0.188300793,0.086782788,0.88654177,0.374864018,0.798239224,0.846576394,0.911286706,0.705019063,0.347683862,0.593261927,0.923169608,0.776266706,0.301629433,0.511297842,0.956704967,0.680398034,0.502947706,0.742892119,0.777354761
Taf1,1.472784495,1.3620134,1.103152308,1.720069226,2.000105707,1.858155404,0.793009822,1.727893408,1.642028381,2.230232267,1.51531405,1.748268137,1.676395507,1.791672851,1.28889443,2.095390551,1.846739399,0.914984783,1.673860768,1.452095559,1.736183607,1.612975331,1.427309317,1.571137178,1.470843558,1.555423544,1.392800763,1.718488013,2.115651141,1.516652687,1.936964819,1.903938123,1.429812108,1.278437434,1.941046903,1.924914887,2.067131061,1.786672918,2.114226597,1.249799344,1.919708784,1.837673037,1.441128222,1.965614851,1.387042996,1.401902664,1.805188285,1.705257497,2.046183477,1.12271152,1.188527288,1.928815176,1.398024046,1.539700869,1.750961192,1.641205102,0.010864894,1.496125539,1.567696613,1.281133362,1.786719681,1.666627949,2.015411371,1.266436063,1.620780396,1.559869526,1.366902826,1.993205825,1.401544311,1.393403786,1.220698553,1.864832326,1.349857187,1.686945387,1.980239453,0.700973755,1.766029104,2.203240777,1.722333451,1.463257403,1.38200384,2.00456095,1.604453817,0.961949321,1.311488512,1.272188951,1.659393293,1.586237526,2.332373929,2.208202503
Taf10,2.921657061,2.823310566,2.758579186,2.404214266,3.12561402,1.985270127,3.221056181,2.902316094,3.049002886,2.740223089,2.812865408,2.79658652,2.665507521,2.694427395,2.735508739,2.82269917,2.742129966,2.410988673,2.622045767,2.947281545,3.008651091,2.694121381,2.948117024,2.476736406,2.615092488,3.208446827,2.59259182,3.302942697,2.713562857,3.066289731,2.217173165,2.661860883,2.35040995,3.155663851,2.379849619,2.890511302,2.735395657,2.412589456,2.916175406,2.491705361,2.692628014,2.663842277,3.059961019,2.803662098,2.180593213,2.704415049,2.802598308,2.677554976,2.580101361,2.859018629,2.473807054,2.684900483,2.835084474,3.050390436,2.484437062,2.817577644,1.898987681,2.594376056,2.309517688,2.654720815,2.768726789,1.998916251,2.377772137,2.772076104,2.742923619,2.252422209,2.807095028,3.146775496,1.854372588,2.883103591,2.455750682,3.040005793,2.481585896,2.69392503,2.396637117,3.204892839,2.880192446,3.137105351,2.05451452,3.046414987,2.885242849,2.711841075,2.63726147,2.700346085,2.870200505,2.673083345,1.764352901,3.017503191,2.836950219,3.41800905
Taf1a,0.777731225,1.012416915,0.990990792,1.099770635,1.049387199,1.244088387,0.794318108,0.874746533,1.019246848,1.025359493,0.707139227,0.969195399,0.901426197,1.055138601,0.654979519,0.648276096,1.166960605,1.079130725,0.90951708,1.07706285,0.751349729,1.554514345,1.184210499,0.908425135,1.082165781,0.803878076,0.645470447,0.546465336,0.909386847,0.49196336,1.156689251,0.925177879,1.097939677,0.984908608,0.275237137,1.051446758,0.937937737,0.825061432,0.67539114,0.631931042,0.283275207,1.154967034,0.823364548,1.310122365,0.676358605,0.362983044,0.405175276,1.109850276,0.882443074,1.257125551,0.91063497,1.010592772,0.944301025,0.924063222,0.671882416,1.287064777,1.257373234,0.77506981,0.94879501,1.108472324,1.447615718,1.008547343,0.945862798,0.763881255,0.908412124,1.02807876,0.664555146,1.268926856,0.677938633,0.557507612,0.822046799,1.325568122,0.681893394,1.621791618,0.398054049,1.077485656,0.718097408,0.549165559,0.531610221,1.040883854,0.800749657,0.83330801,0.775386112,1.247536947,0.900750693,1.359109948,1.251251954,1.025559689,1.314319008,0.560585144
Taf5,0.48503542,0.746493368,0.729439993,0.211083163,0.363290018,0.708524556,0.442592087,0.519839551,0.117311792,0.577699072,0.237927887,0.436379151,0.47536061,0.470552182,0.550339737,0.542657116,0.321918604,0.31763653,0.507700793,0.681734046,0.312765234,0.534969444,0.325558088,0.381775555,0.39161334,0.4065377,0.568693713,0.585103536,0.378651448,0.32370555,0.32889048,0.482758672,0.38924061,0.350998143,0.17948912,0.432561424,0.353524069,0.172496172,0.490107796,0.710843183,0.357381929,0.20536056,0.245025196,0.607369067,0.713968211,0.700538597,0.318619629,0.267009973,0.399507217,0.453123588,0.530824319,0.430778896,0.441331885,0.234711991,0.651054027,0.565291487,0.352802072,0.779529302,0.590587265,0.372032901,0.820640321,0.370468543,0.32967436,0.143911004,0.257441389,0.645062267,0.363510992,0.448343895,0.390444929,0.527294793,0.591880826,0.45950595,0.16267917,0.271487785,0.169572036,0.279230967,0.577071039,0.760852688,0.299660069,0.293827804,0.264101633,0.325513663,0.579593333,0.239644832,0.326344315,0.344676384,0.379665689,0.438622911,0.441028353,0.564409777
Taf6,0.420713558,1.037204324,0.810426165,0.741935103,0.68449764,1.319968633,0.773217445,0.389334496,0.560894905,0.903541416,0.362870915,1.422974036,0.066966003,0.999695553,0.988976265,0.805102288,0.145151558,0.740070983,0.980973714,1.298415216,1.362079019,1.022078708,0.363731183,0.940199868,0.996500521,0.962373989,0.62451339,1.23421312,0.890529182,1.624179559,0.879191563,1.259780065,0.54697246,1.17366703,1.038561793,0.426659432,0.627088742,0.779151001,0.528316076,0.851968965,1.448238718,0.552845493,1.110099502,1.010454944,0.525764229,0.808855655,1.370405691,0.977659276,0.443279131,0.402127281,0.731222341,0.309622401,0.527025062,0.926924567,1.079614783,0.230195852,0.932481846,2.174024787,7.38E-10,0.796224897,0.419508584,0.824023503,1.161134448,1.030926503,0.882299953,1.272541218,1.398705963,0.080891825,1.282097976,0.512995109,0.994358676,1.745567786,0.982269798,1.464075442,0.551180446,1.686829207,0.473114108,0.099021828,0.621562845,0.607256175,0.956951416,1.808600338,1.407621932,0.390845923,0.826420114,0.678746241,0.433973326,0.257931316,0.96427103,0.486303185
Taf6l,0.791937032,1.129976358,0.335101446,1.31810887,1.060218477,2.10601597,0.354151563,1.252368602,0.322103248,0.917490274,0.563829804,0.583749121,0.654573212,0.845125879,0.834007641,0.943006751,1.372345382,0.514118821,1.06294528,0.470444898,1.188342115,0.035978575,0.602357,0.559199422,1.273107726,0.807168255,1.042301864,1.338480352,1.649778603,0.891764925,1.000955668,0.589649624,0.325096826,1.320199422,0.483081569,0.583676001,1.47753627,1.173423597,0.594839387,0.914876147,1.198887238,0.71742965,0.993212717,1.762354574,1.15032931,1.158610515,0.972713964,0.803130099,0.857874291,0.991551862,2.077031829,1.46439191,1.116262189,1.33124096,1.150318559,1.003827215,0.453588309,1.717592222,1.208911419,0.296294581,1.081597836,1.306877756,1.145830313,1.228731368,1.89510484,0.910745661,1.141415557,0.508841482,1.411916818,1.037519338,1.568474536,0.985499999,0.829803568,1.133487043,0.972671397,1.255003513,0.814702166,0.602578742,0.574577903,1.300930691,0.975718346,0.869062588,1.054110148,0.959110414,0.865909631,0.834366859,0.730050351,0.602573758,0.612638557,1.458702066
Taf9,0.380985066,0.274741704,0.794936484,0.122413664,0.122455154,0.002115286,0,0.54160195,0,0,0.478045724,0.824884113,0.890959583,0.663982947,0.00280649,0,0,0.467644422,0.571524454,0.324145045,0.093254397,0,0,0.74044293,0.886961476,0.650822496,0.443436401,0,0.344614065,0.081869863,0.335478158,0,0.377676028,0,0.573159981,0.353575075,0.311228673,0.245829575,0,0.04706645,0.152409667,0.426408001,0.073507155,0.000131121,1.191708541,0.76681662,0.614419178,0.287899896,0.141361951,0.522099389,0,0.68987974,0,0.090409732,0.089336188,0.047593644,1.016016126,0.683062541,0.320759561,0.551369028,0.667808397,0.076438759,0,1.119882431,0.089050937,0.328916376,0.100892298,0,0.155481401,0.044269897,0.342442779,1.075345988,0.87148449,0.514823718,0.045999456,0.157071235,0.059291579,0,0.470166013,0.756721903,0,0.561453141,3.57E-08,0,0,0.060946631,0.463032515,0,0,0
Tax1bp3,2.410683912,1.68532559,1.802472808,2.010361157,2.325624335,2.621165364,2.644761437,1.393092929,2.647579974,1.677405402,1.786480982,1.329715162,1.980252217,2.594339044,2.786015326,2.47337353,1.909009003,1.581291855,1.915827259,2.224584246,2.189612536,2.11051254,2.275552662,2.717534446,1.929881742,1.888131588,1.806698737,2.053700706,2.324204307,2.49044702,1.31745408,2.446806268,2.014107532,1.993803169,2.182708502,2.70338571,1.960414989,2.138678902,2.062165653,2.603370428,2.018140133,2.999301354,1.951132034,1.934063033,2.587335883,1.596054153,2.573642958,2.032835966,1.784537607,1.951657152,1.659236958,1.084613789,2.433168807,2.642052683,2.296746431,2.666139866,1.980140043,1.554072493,2.085267466,2.249646836,2.188826339,1.736050564,1.980446153,2.444848172,1.989147232,2.131131471,1.93400252,2.609096492,2.377083682,2.786713131,1.688372453,2.33151995,2.234389113,2.611391236,1.212308038,2.582154111,2.275494479,2.446678802,1.941598676,1.785614148,2.638166864,1.746889719,2.896388071,1.509949503,3.119323996,3.188304626,2.177672654,2.448522425,2.153969994,2.374616068
Tbl1x,1.537369763,0.820101046,1.287276336,0.99332863,1.414461458,1.494931076,0.8456552,1.973382316,1.705173135,1.525510395,1.385036096,0.967179117,1.286975357,1.54353499,1.559182552,1.650619347,1.608857706,0.808100467,0.14187387,0.986165056,1.516507199,2.14350488,1.143671995,1.222070202,1.101710588,0.939750315,1.418550815,1.519628769,1.628524026,1.392410209,1.570416137,1.824734559,0.638247469,1.487054922,1.038131653,1.75789235,0.959924313,0.544952563,0.84749035,1.366614678,1.598581123,1.273039064,0.626894287,1.390966294,0.860800533,1.71564829,1.396987601,1.005739247,1.258809493,0.09136231,1.373356459,1.459528167,1.461901613,1.279937827,1.520841347,1.283247749,0,1.074740842,1.645481961,1.292631333,1.483008213,0.252105225,1.590166887,1.614999053,0.523663582,1.156336069,1.585857748,1.379478595,1.700420771,1.529462749,1.523735369,1.333712833,1.326201443,0.811841117,0.589029765,1.446529326,1.774499096,0.668464831,1.496784168,0.825447285,1.024983981,1.322152399,0.892331325,0.636337497,0.538754163,0.334693923,1.502082066,1.415542664,1.84157899,1.930791059
Tbpl1,1.230361057,1.519636475,1.493581929,1.635389915,1.770394875,1.029172981,1.625828552,1.050620348,0.785502583,1.141994353,0.457587046,0.911293799,1.615239869,1.037387074,1.869155019,1.55677688,1.42167389,1.481936444,1.582058636,1.539900249,1.598468021,1.829360846,1.525508773,0.957145595,0.851250843,1.846678268,1.15554803,1.23713045,2.409901254,1.003486673,1.330489005,2.057315134,1.861016403,1.453223801,0.527422166,1.138858636,0.877824542,1.580785181,1.211127381,1.429585217,1.36806821,1.982481235,1.343299994,1.146144183,1.018282068,1.369910986,1.393565949,1.610896627,1.061220637,2.18567948,1.699490927,1.387884631,1.891701454,1.874162088,1.294635241,1.224403944,1.064329419,1.370131151,1.432193419,1.021911725,1.30089071,1.334611741,0.896586041,1.723883359,1.149251632,1.818665956,1.02732957,0.899390867,1.34612706,1.51299699,1.468554092,1.000573973,1.315145229,0.672597401,1.043607056,1.82452146,0.994863803,1.53278184,0.737901153,0.883920791,1.319007367,2.801080054,1.143602489,1.189729348,0.990341031,1.39197934,2.332104857,1.06797125,1.528935518,1.600016833
Tbx18,0.009656993,0.013984842,0.194422371,0,0.009548092,0.198444028,0,0.014914405,0.025731372,0.163751368,0,0,0.227076428,0.024561629,0.069286114,0.032364978,0.172238417,0,0.08502552,0.03700541,0.010229272,0.010596061,0.033464995,0.040327265,0.013174532,0.119285141,0.019694504,0.033202653,0,1.141262496,0.02600053,0.387451252,0.019677277,0,0.220264431,0,0.037389278,0.013903558,0.014715736,0,0.016214682,0.078341768,0.508465335,0.017456864,0.193784167,0.010067258,0.117946124,0.006663203,0.009213324,0.023455426,0.034509595,0.00937506,0,0.042288256,0,0,0.012135562,0.05091879,0.01726948,0.176275628,0,0.228711942,0.100459509,0,0,0.013499236,0,0,0,0.256923687,0,0.022039094,0,0,0,0.029708562,0.100911695,0.162071193,0.028161927,0.077527796,0.021108101,0.033616135,0.020193068,0.015849183,0.008682609,0,0.014457527,0.024474732,0.014732417,0.00981407
Tbx3,2.212837784,2.591910688,3.359147935,2.848355081,2.84929886,2.879151085,2.588018733,2.356701674,3.629597969,3.022539683,2.523192064,3.369942754,2.735251991,2.875865184,3.234398382,2.744285537,2.254761679,2.870880297,2.423485889,2.364518527,1.799442231,2.483453848,2.754651611,3.427983378,2.794810338,2.837847331,2.992148924,2.503727144,2.324132723,2.923219789,3.183698729,2.294748631,2.777156506,2.445345492,1.988010798,2.313081358,3.001482374,2.555728679,3.006212753,2.786268074,2.544222077,1.547326805,2.596420446,2.622030537,3.08727108,1.738992667,2.580989625,3.175519155,2.948046216,2.252883336,3.103804611,3.390314218,2.854331195,2.524802177,1.970835451,2.302386778,2.434315334,2.386448146,2.327570625,2.399312282,2.01629904,3.390367438,2.705043689,2.616324652,2.880417878,3.075541262,2.757835227,2.046417371,2.395728643,2.47542252,2.706048773,2.306960301,2.360908207,2.455176939,3.24419631,2.259691201,2.161359665,2.326371097,2.367198107,1.77250142,3.189985497,1.871892349,2.519635476,2.139635776,3.326321987,3.103721555,3.230974662,3.005804189,3.037700623,2.579222638
Tcea1,2.176152322,2.218843271,1.953740582,1.907127297,1.991726549,1.890285485,2.178951836,1.888938387,2.039723452,1.725025503,1.92874554,1.961509328,2.236683277,2.087089086,1.879185106,2.034002093,1.648965438,2.078000114,1.941774009,2.023820203,1.895462216,2.339673277,2.241375626,2.019427645,2.051757583,1.789536544,1.488050505,2.245698709,1.497484412,1.438433909,1.851916319,2.029136349,2.139753569,2.066736618,1.949855256,2.147649475,1.994736695,1.768628702,1.986718399,1.711318515,1.531564328,1.913771387,1.897414873,1.958849749,1.938519408,1.280415721,1.669920378,2.265520254,1.81152241,1.623141927,1.752797491,1.97266364,1.399457061,1.778236369,1.834159899,1.962911105,1.890929422,1.913544687,1.626948613,1.717939696,1.908206393,1.879038573,1.946744074,1.788215381,1.904977323,1.744098617,1.090030642,2.361105123,1.73510414,2.143319173,2.257852023,1.714284811,1.920996247,2.304418724,1.893954968,1.799547761,2.156685212,1.502068299,2.148985257,2.086873118,1.665649734,1.528386635,1.417133272,1.917928775,1.606019545,2.373878475,1.792831261,1.617041153,2.385404417,1.94266632
Tcea3,0,0.272161467,0.102806559,0.054466697,0,0,0,0,0,0.264674309,0,0.220532325,0,0,0,0,0,0.074634748,0,0.043868909,0.217340496,0,0,0.051009522,0.47680509,0,0,0.11324833,0,0,0,0.075694943,0,0,0,0.087861401,0.10003207,0,0.089012047,0,0,0.083193882,0,0.678218105,0,0.063564557,0.088696113,0.083489947,0,0.2211752,0.595444651,0.145837943,0,0,0,0,0.204413343,0.597324364,0,0.115597872,0,0.269835446,0,0.209213033,0,0.118302667,0.166897475,0,0,0.140452779,0.036886242,0,0,0.20985961,0,0.101722708,0,0.171622673,0,0,0.426121864,0.1270774,0,0,0,0.116754056,0,0.039766786,0,0.121265537
Tcerg1,1.408814722,1.792865243,1.9776449,1.643981912,1.461427013,1.450243518,1.849921239,1.277284673,1.209600528,1.543477368,1.586518576,1.580754039,1.548143319,1.540507423,1.915502152,1.721741817,1.914747486,1.460988756,1.786901634,1.696568859,1.61608275,1.585857197,1.320409947,1.600307447,1.59078861,1.62565066,1.561883903,1.666305351,1.666862524,1.775438527,1.582143353,1.829468485,1.821086176,1.925817474,1.130985008,1.351565127,1.945100627,1.761021361,1.645564416,1.690930228,1.68511424,1.703819038,1.334368817,1.491751656,2.008950667,1.457201302,1.461473906,1.46837149,1.603552199,1.405498135,1.388079122,1.589358669,1.274987247,1.590991497,1.818309636,1.966938755,1.924915874,1.816623501,1.650065855,1.918812586,1.55042613,1.330128942,1.372422927,1.310260167,1.838182156,1.120863885,1.142211112,1.565650245,1.705685872,1.781073964,1.648044461,1.23770416,1.60563207,1.612834129,1.434279428,1.287633602,2.024422884,1.977042811,1.758344319,1.630495749,1.386607945,1.712582903,1.618288482,1.33424826,1.52845664,1.823657509,1.137527596,1.635020679,1.696534876,2.211366715
Tcf12,1.17457163,1.173475886,1.312140625,1.766390455,1.156133097,1.562247871,1.122376148,0.906736506,1.103128098,1.943592551,1.444038401,1.023898401,1.510772948,1.319099117,1.844841117,1.59356784,1.562080011,0.809807031,1.359300611,0.720692967,1.539660538,1.775136324,1.299075969,1.743957726,1.560232639,1.324228542,1.987798228,1.765140502,1.331369427,1.43271472,1.475175803,1.16249822,2.154389422,1.355687114,0.994371408,1.76388179,0.852707051,1.514441134,1.402533638,1.562999712,1.764774908,0.444757253,1.575348412,1.186101407,1.568134521,1.180394361,2.06160775,1.218061683,1.76464092,1.690543801,1.454258325,0.699567148,0.896572154,1.710314228,1.462124261,0.732474275,1.449903128,0.726946166,1.319910286,0.959015251,1.47517331,1.830770893,1.697674638,1.304611938,1.61102688,1.582053363,1.483906058,1.461149402,1.225831858,1.26196961,1.985503581,0.603316165,0.668861917,1.352098445,1.823785369,0.99930261,1.725409332,1.433170686,1.738760274,0.846586614,1.352324366,0.758216795,0.448481411,1.273231107,0.920144629,1.944488641,1.292686894,1.163119447,1.589033567,1.518323793
