"Gene1","Gene2"
"TEAD4","LEF1"
"TEAD4","TCF7L1"
"TEAD4","LEF1"
"TEAD4","TEAD1"
"TEAD4","WWTR1"
"TEAD4","TCF7L1"
"TEAD4","WWTR1"
"TEAD4","TEAD1"
"TFAP2A","MYBL2"
"TFAP2A","NPM1"
"TFAP2A","PITX2"
"TFAP2A","FOXD3"
"TFAP2A","CITED2"
"TFAP2A","DEK"
"TFAP2A","MYBL2"
"TFAP2A","FOXD3"
"TFAP2A","PITX2"
"TFAP2A","NPM1"
"TFAP2A","DEK"
"TFAP2A","CITED2"
"TFDP1","MYBL2"
"TFDP1","CCND1"
"TFDP1","FBXO5"
"TFDP1","GSC"
"TFDP1","TRIM28"
"TFDP1","SMAD2"
"TFDP1","E2F3"
"TFDP1","CDK6"
"TFDP1","TP53"
"TFDP1","CCNA2"
"TFDP1","CTBP1"
"TFDP1","TFE3"
"TFDP1","EZH2"
"TFDP1","PMAIP1"
"TFDP1","CUL1"
"TFDP1","YAF2"
"TFDP1","CBX3"
"TFDP1","RBPJ"
"TFDP1","DNMT1"
"TFDP1","RBBP4"
"TFDP1","CCNE2"
"TFDP1","RBBP8"
"TFDP1","TP53"
"TFDP1","MYBL2"
"TFDP1","GSC"
"TFDP1","SMAD2"
"TFDP1","CUL1"
"TFDP1","PMAIP1"
"TFDP1","TFE3"
"TFDP1","RAD51"
"TFDP1","CCND1"
"TFDP1","EHMT2"
"TFDP1","MAML3"
"TFDP1","CBX3"
"TFDP1","E2F3"
"TFDP1","MAMLD1"
"TFDP1","RBBP4"
"TFDP1","CCNA2"
"TFDP1","YAF2"
"TFDP1","DNMT1"
"TFDP1","CDK6"
"TFDP1","TRIM28"
"TFDP1","EZH2"
"TFDP1","FBXO5"
"TFDP1","E2F4"
"TFDP1","PHC1"
"TFDP1","RBPJ"
"TFDP1","CTBP1"
"TFDP1","EHMT2"
"TFDP1","E2F4"
"TFDP1","RAD51"
"TFDP1","RBBP8"
"TFDP1","MAMLD1"
"TFDP1","MAML3"
"TFDP1","CCNE2"
"TFDP1","PHC1"
"TFE3","E2F3"
"TFE3","MITF"
"TFE3","MITF"
"TFE3","TFDP1"
"TFE3","E2F3"
"TFE3","TFDP1"
"TGFB1","TGFBR3"
"TGFB1","ZFHX3"
"TGFB1","WWP1"
"TGFB1","DAXX"
"TGFB1","SMAD2"
"TGFB1","BAMBI"
"TGFB1","SMAD6"
"TGFB1","CTNNB1"
"TGFB1","VIM"
"TGFB1","FN1"
"TGFB1","ZFYVE16"
"TGFB1","LUM"
"TGFB1","DAB2"
"TGFB1","EGF"
"TGFB1","FBN1"
"TGFB1","TGFBR3"
"TGFB1","STAT3"
"TGFB1","SMAD5"
"TGFB1","LTBP1"
"TGFB1","SMAD2"
"TGFB1","STAT3"
"TGFB1","EGF"
"TGFB1","LUM"
"TGFB1","ZFHX3"
"TGFB1","SMAD6"
"TGFB1","DAB2"
"TGFB1","FBN1"
"TGFB1","ZFYVE16"
"TGFB1","CTNNB1"
"TGFB1","FN1"
"TGFB1","DAXX"
"TGFB1","BAMBI"
"TGFB1","LTBP1"
"TGFB1","WWP1"
"TGFB1","SMAD5"
"TGFB1","VIM"
"TGFB1I1","SRC"
"TGFB1I1","AR"
"TGFB1I1","NEDD9"
"TGFB1I1","SRC"
"TGFB1I1","NEDD9"
"TGFB1I1","AR"
"TLE1","AES"
"TLE1","CCND1"
"TLE1","APC"
"TLE1","LEF1"
"TLE1","TCF7L1"
"TLE1","CTBP1"
"TLE1","RUVBL1"
"TLE1","CAMK2D"
"TLE1","ASH2L"
"TLE1","CTNNB1"
"TLE1","RBPJ"
"TLE1","PARP1"
"TLE1","ESRRG"
"TLE1","APC"
"TLE1","ESRRG"
"TLE1","TLE3"
"TLE1","TLE2"
"TLE1","PARP1"
"TLE1","CCND1"
"TLE1","ASH2L"
"TLE1","MAML3"
"TLE1","RUVBL1"
"TLE1","MAMLD1"
"TLE1","TCF4"
"TLE1","LEF1"
"TLE1","CTNNB1"
"TLE1","CAMK2D"
"TLE1","TCF7L1"
"TLE1","AES"
"TLE1","RBPJ"
"TLE1","CTBP1"
"TLE1","TCF4"
"TLE1","MAMLD1"
"TLE1","MAML3"
"TLE1","TLE3"
"TLE1","TLE2"
"TLE2","AES"
"TLE2","APC"
"TLE2","LEF1"
"TLE2","TCF7L1"
"TLE2","CTBP1"
"TLE2","RUVBL1"
"TLE2","ASH2L"
"TLE2","CTNNB1"
"TLE2","RBPJ"
"TLE2","TLE1"
"TLE2","MAMLD1"
"TLE2","MAML3"
"TLE2","TLE3"
"TLE2","APC"
"TLE2","TLE1"
"TLE2","TLE3"
"TLE2","ASH2L"
"TLE2","MAML3"
"TLE2","RUVBL1"
"TLE2","MAMLD1"
"TLE2","LEF1"
"TLE2","CTNNB1"
"TLE2","TCF7L1"
"TLE2","AES"
"TLE2","RBPJ"
"TLE2","CTBP1"
"TLE3","AES"
"TLE3","APC"
"TLE3","LEF1"
"TLE3","TCF7L1"
"TLE3","CTBP1"
"TLE3","RUVBL1"
"TLE3","PGR"
"TLE3","ASH2L"
"TLE3","CTNNB1"
"TLE3","TLE1"
"TLE3","GATA3"
"TLE3","TCF4"
"TLE3","NRIP1"
"TLE3","NRIP1"
"TLE3","APC"
"TLE3","TLE1"
"TLE3","TLE2"
"TLE3","GATA3"
"TLE3","ASH2L"
"TLE3","RUVBL1"
"TLE3","TCF4"
"TLE3","LEF1"
"TLE3","PGR"
"TLE3","CTNNB1"
"TLE3","TCF7L1"
"TLE3","AES"
"TLE3","CTBP1"
"TLE3","TLE2"
"TLR4","DECR1"
"TLR4","IRF1"
"TLR4","STAT3"
"TLR4","SRC"
"TLR4","SRC"
"TLR4","TRAF6"
"TLR4","IRF1"
"TLR4","TLR7"
"TLR4","STAT3"
"TLR4","DECR1"
"TLR4","TLR7"
"TLR4","TRAF6"
"TLR7","CTSK"
"TLR7","STAT2"
"TLR7","TLR4"
"TLR7","STAT2"
"TLR7","TRAF6"
"TLR7","CTSK"
"TLR7","CIITA"
"TLR7","TLR4"
"TLR7","TRAF6"
"TLR7","CIITA"
"TMF1","VPS54"
"TMF1","VPS54"
"TP53","SIRT1"
"TP53","MIF"
"TP53","SUPT16H"
"TP53","APEX1"
"TP53","NFKBIA"
"TP53","CCND1"
"TP53","NANOG"
"TP53","NR3C1"
"TP53","EGR1"
"TP53","NFYB"
"TP53","TWIST1"
"TP53","SNAI1"
"TP53","SOX4"
"TP53","IRF1"
"TP53","TRIM28"
"TP53","PDGFRA"
"TP53","POU5F1"
"TP53","NUAK1"
"TP53","SMAD2"
"TP53","ARID3A"
"TP53","EPCAM"
"TP53","KDR"
"TP53","STAT3"
"TP53","MECOM"
"TP53","DNMT3A"
"TP53","EGF"
"TP53","CDK6"
"TP53","TIMP3"
"TP53","PATZ1"
"TP53","DNA2"
"TP53","CCNE2"
"TP53","IFI16"
"TP53","NR3C1"
"TP53","YBX1"
"TP53","SRC"
"TP53","TRAF6"
"TP53","TP53INP1"
"TP53","SUPT16H"
"TP53","RBBP8"
"TP53","PDCD4"
"TP53","XRCC5"
"TP53","ATRX"
"TP53","SPP1"
"TP53","KDR"
"TP53","E2F7"
"TP53","HNRNPK"
"TP53","NFKBIA"
"TP53","NANOG"
"TP53","SNAI1"
"TP53","DAXX"
"TP53","SMAD2"
"TP53","H1F0"
"TP53","PMAIP1"
"TP53","IRF1"
"TP53","MIF"
"TP53","HMGA1"
"TP53","RAD51"
"TP53","NFKBIB"
"TP53","PDGFRA"
"TP53","EPCAM"
"TP53","SP100"
"TP53","RBBP4"
"TP53","CDC20"
"TP53","CCNA2"
"TP53","EXO1"
"TP53","ZEB2"
"TP53","PROM1"
"TP53","SIRT1"
"TP53","TRIM28"
"TP53","CTNNB1"
"TP53","ARID3A"
"TP53","EGR1"
"TP53","APEX1"
"TP53","BUB1B"
"TP53","EWSR1"
"TP53","PRDM1"
"TP53","BLM"
"TP53","E2F4"
"TP53","MYBBP1A"
"TP53","MYCN"
"TP53","CITED2"
"TP53","BTG2"
"TP53","TIMP3"
"TP53","XRCC6"
"TP53","HIST1H1B"
"TP53","MECOM"
"TP53","MDM4"
"TP53","TFDP1"
"TP53","PSMD9"
"TP53","TTK"
"TP53","PARP1"
"TP53","KAT6A"
"TP53","TAF1L"
"TP53","EGF"
"TP53","POU5F1"
"TP53","KDM6A"
"TP53","PLK1"
"TP53","TWIST1"
"TP53","GATAD2A"
"TP53","KLF5"
"TP53","CCND1"
"TP53","EHMT2"
"TP53","SMARCD1"
"TP53","NUAK1"
"TP53","SOX2"
"TP53","MAPK10"
"TP53","PLAGL1"
"TP53","SOX4"
"TP53","DNMT3A"
"TP53","CHEK2"
"TP53","ETS1"
"TP53","STAT3"
"TP53","DNMT1"
"TP53","CDK6"
"TP53","PLK2"
"TP53","ERBB4"
"TP53","PGR"
"TP53","NFYB"
"TP53","AR"
"TP53","RMI1"
"TP53","DACH1"
"TP53","SNAI2"
"TP53","NPM1"
"TP53","EZH2"
"TP53","HIF1A"
"TP53","BNIP3"
"TP53","PATZ1"
"TP53","PHC1"
"TP53","RFC3"
"TP53","RBPJ"
"TP53","CCNA2"
"TP53","PLK2"
"TP53","PDCD4"
"TP53","MYCN"
"TP53","BUB1B"
"TP53","BTG2"
"TP53","NPM1"
"TP53","PLK1"
"TP53","NFKBIB"
"TP53","RMI1"
"TP53","EZH2"
"TP53","E2F7"
"TP53","SOX2"
"TP53","PGR"
"TP53","PMAIP1"
"TP53","HIST1H1B"
"TP53","ERBB4"
"TP53","SP100"
"TP53","TP53INP1"
"TP53","CTNNB1"
"TP53","H1F0"
"TP53","RBPJ"
"TP53","BLM"
"TP53","DNA2"
"TP53","MAPK10"
"TP53","XRCC6"
"TP53","DNMT1"
"TP53","GATAD2A"
"TP53","PLAGL1"
"TP53","EXO1"
"TP53","PARP1"
"TP53","MDM4"
"TP53","IFI16"
"TP53","BNIP3"
"TP53","PRDM1"
"TP53","TTK"
"TP53","CDC20"
"TP53","YBX1"
"TP53","ATRX"
"TP53","RBBP4"
"TP53","SRC"
"TP53","DAXX"
"TP53","AR"
"TP53","TFDP1"
"TP53","EHMT2"
"TP53","HNRNPK"
"TP53","KLF5"
"TP53","KDM6A"
"TP53","E2F4"
"TP53","RFC3"
"TP53","MYBBP1A"
"TP53","CHEK2"
"TP53","RAD51"
"TP53","XRCC5"
"TP53","ETS1"
"TP53","SMARCD1"
"TP53","SPP1"
"TP53","SNAI2"
"TP53","KAT6A"
"TP53","RBBP8"
"TP53","HMGA1"
"TP53","EWSR1"
"TP53","TAF1L"
"TP53","PROM1"
"TP53","CCNE2"
"TP53","TRAF6"
"TP53","HIF1A"
"TP53","PSMD9"
"TP53","PHC1"
"TP53","CITED2"
"TP53","ZEB2"
"TP53","DACH1"
"TRAF6","NFKBIA"
"TRAF6","STAT3"
"TRAF6","PELI2"
"TRAF6","TP53"
"TRAF6","NFKBIB"
"TRAF6","MALT1"
"TRAF6","TRIM25"
"TRAF6","MAPK10"
"TRAF6","SRC"
"TRAF6","TLR4"
"TRAF6","TLR7"
"TRAF6","NFIC"
"TRAF6","SRC"
"TRAF6","NFKBIA"
"TRAF6","NFKBIB"
"TRAF6","TLR7"
"TRAF6","NFIC"
"TRAF6","TP53"
"TRAF6","MALT1"
"TRAF6","TLR4"
"TRAF6","MAPK10"
"TRAF6","STAT3"
"TRAF6","TRIM25"
"TRAF6","PELI2"
"TRIM22","IRF1"
"TRIM22","SP100"
"TRIM22","HLA-DRB1"
"TRIM22","HLA-DQB1"
"TRIM22","OAS1"
"TRIM22","IRF1"
"TRIM22","SP100"
"TRIM22","NCAM1"
"TRIM22","CIITA"
"TRIM22","HLA-DRB1"
"TRIM22","HLA-DQB1"
"TRIM22","OAS1"
"TRIM22","NCAM1"
"TRIM22","CIITA"
"TRIM25","NFKBIA"
"TRIM25","IRF1"
"TRIM25","NFKBIB"
"TRIM25","OAS1"
"TRIM25","TRAF6"
"TRIM25","NFKBIA"
"TRIM25","IRF1"
"TRIM25","NFKBIB"
"TRIM25","SP100"
"TRIM25","NCAM1"
"TRIM25","CIITA"
"TRIM25","KLF5"
"TRIM25","HLA-DRB1"
"TRIM25","RFC3"
"TRIM25","HLA-DQB1"
"TRIM25","SP100"
"TRIM25","HLA-DRB1"
"TRIM25","HLA-DQB1"
"TRIM25","KLF5"
"TRIM25","RFC3"
"TRIM25","OAS1"
"TRIM25","TRAF6"
"TRIM25","NCAM1"
"TRIM25","CIITA"
"TRIM28","ZNF764"
"TRIM28","ATRX"
"TRIM28","ZNF398"
"TRIM28","ZNF764"
"TRIM28","ZNF30"
"TRIM28","CBX3"
"TRIM28","ZNF585B"
"TRIM28","ZNF589"
"TRIM28","ZKSCAN1"
"TRIM28","TP53"
"TRIM28","TFDP1"
"TRIM28","ZNF471"
"TRIM28","POU5F1"
"TRIM28","ZNF202"
"TRIM28","ZNF160"
"TRIM28","CHAF1A"
"TRIM28","ZNF587"
"TRIM28","POU5F1"
"TRIM28","TP53"
"TRIM28","CHAF1A"
"TRIM28","ZNF471"
"TRIM28","ZKSCAN1"
"TRIM28","CBX3"
"TRIM28","ZNF202"
"TRIM28","ZNF587"
"TRIM28","ZNF589"
"TRIM28","ATRX"
"TRIM28","TFDP1"
"TRIM28","ZNF30"
"TRIM28","ZNF160"
"TRIM28","ZNF398"
"TRIM28","ZNF585B"
"TRIM33","SEMA6A"
"TRIM33","SMAD2"
"TRIM33","CCNA2"
"TRIM33","BUB1B"
"TRIM33","HIST1H1B"
"TRIM33","SMAD2"
"TRIM33","CDC20"
"TRIM33","CCNA2"
"TRIM33","BUB1B"
"TRIM33","SEMA6A"
"TRIM33","HIST1H1B"
"TRIM33","CDC20"
"TRIP11","ARFGAP3"
"TRIP11","ARFGAP3"
"TRIP13","NDC80"
"TRIP13","DTL"
"TRIP13","CDCA8"
"TRIP13","RAD51"
"TRIP13","NCAPG"
"TRIP13","DLGAP5"
"TRIP13","CDC20"
"TRIP13","NUSAP1"
"TRIP13","CCNA2"
"TRIP13","EXO1"
"TRIP13","CCNB2"
"TRIP13","BUB1B"
"TRIP13","CDC7"
"TRIP13","TTK"
"TRIP13","KIF23"
"TRIP13","MCM2"
"TRIP13","RAD51AP1"
"TRIP13","PLK1"
"TRIP13","CEP55"
"TRIP13","GINS2"
"TRIP13","MCM4"
"TRIP13","RFC3"
"TRIP13","RAD51AP1"
"TRIP13","DLGAP5"
"TRIP13","NCAPG"
"TRIP13","GINS2"
"TRIP13","KIF23"
"TRIP13","NDC80"
"TRIP13","MCM4"
"TRIP13","MCM2"
"TRIP13","CCNA2"
"TRIP13","BUB1B"
"TRIP13","CCNB2"
"TRIP13","PLK1"
"TRIP13","EXO1"
"TRIP13","DTL"
"TRIP13","TTK"
"TRIP13","CEP55"
"TRIP13","CDC20"
"TRIP13","CDCA8"
"TRIP13","RFC3"
"TRIP13","RAD51"
"TRIP13","CDC7"
"TRIP13","NUSAP1"
"TRIP6","NR3C1"
"TRIP6","SRC"
"TRIP6","NEDD9"
"TRIP6","NR3C1"
"TRIP6","SRC"
"TRIP6","NEDD9"
"TWIST1","NR3C1"
"TWIST1","NR3C1"
"TWIST1","WWP1"
"TWIST1","SNAI1"
"TWIST1","ZEB2"
"TWIST1","VIM"
"TWIST1","FN1"
"TWIST1","TP53"
"TWIST1","PPARGC1B"
"TWIST1","POU5F1"
"TWIST1","SOX2"
"TWIST1","TCF4"
"TWIST1","STAT3"
"TWIST1","ZEB1"
"TWIST1","SNAI2"
"TWIST1","SNAI1"
"TWIST1","POU5F1"
"TWIST1","STAT3"
"TWIST1","TP53"
"TWIST1","PPARGC1B"
"TWIST1","SOX2"
"TWIST1","FN1"
"TWIST1","ZEB1"
"TWIST1","SNAI2"
"TWIST1","TCF4"
"TWIST1","WWP1"
"TWIST1","VIM"
"TWIST1","ZEB2"
"U2AF1","SRSF1"
"U2AF1","SETBP1"
"U2AF1","SETBP1"
"U2AF1","SRSF3"
"U2AF1","DEK"
"U2AF1","ASXL1"
"U2AF1","SF1"
"U2AF1","SRSF2"
"U2AF1","U2AF1"
"U2AF1","U2AF1"
"U2AF1","SRSF1"
"U2AF1","RBM14"
"U2AF1","SFPQ"
"U2AF1","ILF2"
"U2AF1","FUBP1"
"U2AF1","SRSF3"
"U2AF1","ASXL1"
"U2AF1","HNRNPK"
"U2AF1","SF1"
"U2AF1","SRSF2"
"U2AF1","DEK"
"U2AF1","KHSRP"
"U2AF1","SSB"
"U2AF1","ILF3"
"U2AF1","ALYREF"
"U2AF1","SSB"
"U2AF1","HNRNPK"
"U2AF1","KHSRP"
"U2AF1","ALYREF"
"U2AF1","ILF2"
"U2AF1","SFPQ"
"U2AF1","ILF3"
"U2AF1","FUBP1"
"U2AF1","RBM14"
"UBTF","RRN3"
"UBTF","POLR1A"
"UBTF","POLR1B"
"UBTF","POLR1A"
"UBTF","RRN3"
"UBTF","POLR2H"
"UBTF","RBBP4"
"UBTF","GTF2H2"
"UBTF","GATAD2A"
"UBTF","EHMT2"
"UBTF","POLR2F"
"UBTF","POLR2K"
"UBTF","POLR1C"
"UBTF","GTF2H2"
"UBTF","POLR2K"
"UBTF","GATAD2A"
"UBTF","POLR1C"
"UBTF","RBBP4"
"UBTF","EHMT2"
"UBTF","POLR2F"
"UBTF","POLR2H"
"UBTF","POLR1B"
"UHRF1","MCM5"
"UHRF1","NCAPG"
"UHRF1","GINS2"
"UHRF1","NDC80"
"UHRF1","MCM4"
"UHRF1","DNMT3A"
"UHRF1","MCM2"
"UHRF1","CCNA2"
"UHRF1","BUB1B"
"UHRF1","CCNB2"
"UHRF1","PLK1"
"UHRF1","ESCO2"
"UHRF1","EZH2"
"UHRF1","DNMT3B"
"UHRF1","DNMT1"
"UHRF1","CDC20"
"UHRF1","CDCA8"
"UHRF1","EHMT2"
"UHRF1","TCF19"
"UHRF1","NUSAP1"
"UHRF1","MCM5"
"UHRF1","NDC80"
"UHRF1","CDCA8"
"UHRF1","TCF19"
"UHRF1","MCM2"
"UHRF1","PLK1"
"UHRF1","NCAPG"
"UHRF1","EHMT2"
"UHRF1","CDC20"
"UHRF1","NUSAP1"
"UHRF1","CCNA2"
"UHRF1","DNMT3A"
"UHRF1","ESCO2"
"UHRF1","GINS2"
"UHRF1","DNMT1"
"UHRF1","CCNB2"
"UHRF1","DNMT3B"
"UHRF1","MCM3"
"UHRF1","MCM4"
"UHRF1","EZH2"
"UHRF1","BUB1B"
"UHRF1","MCM3"
"UPF1","SMG6"
"UPF1","XRN1"
"UPF1","RUVBL1"
"UPF1","UPF2"
"UPF1","RBMX"
"UPF1","LIN28A"
"UPF1","DEK"
"UPF1","ALYREF"
"UPF1","RNPS1"
"UPF1","RNPS1"
"UPF1","RBMX"
"UPF1","XRN1"
"UPF1","DEK"
"UPF1","UPF2"
"UPF1","ALYREF"
"UPF1","LIN28A"
"UPF1","SMG6"
"UPF1","RUVBL1"
"UPF2","SMG6"
"UPF2","XRN1"
"UPF2","RNPS1"
"UPF2","SMG6"
"UPF2","UPF1"
"UPF2","XRN1"
"UPF2","RNPS1"
"UPF2","UPF1"
"VHL","ASB9"
"VHL","WWP1"
"VHL","CDC20"
"VHL","HIF3A"
"VHL","RNF138"
"VHL","PSMD9"
"VHL","LIMD1"
"VHL","MEX3C"
"VHL","SH3RF1"
"VHL","NEDD4"
"VHL","CUL1"
"VHL","LRR1"
"VHL","COMMD10"
"VHL","HIF1A"
"VHL","ASB4"
"VHL","GLMN"
"VHL","RNF14"
"VHL","RNF19A"
"VHL","POLR2A"
"VHL","RNF138"
"VHL","LIMD1"
"VHL","COMMD10"
"VHL","SH3RF1"
"VHL","LRR1"
"VHL","ASB4"
"VHL","CUL1"
"VHL","GLMN"
"VHL","CDC20"
"VHL","HIF3A"
"VHL","ASB9"
"VHL","RNF14"
"VHL","MEX3C"
"VHL","NEDD4"
"VHL","WWP1"
"VHL","RNF19A"
"VHL","HIF1A"
"VHL","PSMD9"
"VHL","POLR2A"
"WDR5","POLR2I"
"WDR5","POU5F1"
"WDR5","MEIS1"
"WDR5","POLR2D"
"WDR5","COMMD10"
"WDR5","RUNX1"
"WDR5","POLR2G"
"WDR5","HCFC1"
"WDR5","RUVBL1"
"WDR5","EZH2"
"WDR5","HOXB4"
"WDR5","HOXB2"
"WDR5","ASH2L"
"WDR5","POLR2K"
"WDR5","RUNX1"
"WDR5","MBIP"
"WDR5","DTL"
"WDR5","PBX1"
"WDR5","CXXC1"
"WDR5","POLR2H"
"WDR5","RBBP4"
"WDR5","HOXB4"
"WDR5","HOXB2"
"WDR5","DCAF6"
"WDR5","RUVBL2"
"WDR5","COMMD10"
"WDR5","PRMT6"
"WDR5","MEIS1"
"WDR5","RARG"
"WDR5","POLR2G"
"WDR5","HOXB3"
"WDR5","POLR2D"
"WDR5","POU5F1"
"WDR5","KDM6A"
"WDR5","TEX10"
"WDR5","ASH2L"
"WDR5","EHMT2"
"WDR5","RUVBL1"
"WDR5","POLR2I"
"WDR5","POLR2F"
"WDR5","POLR2K"
"WDR5","NCOA6"
"WDR5","EZH2"
"WDR5","POLR2A"
"WDR5","HCFC1"
"WDR5","DTL"
"WDR5","DCAF6"
"WDR5","PRMT6"
"WDR5","RBBP4"
"WDR5","NCOA6"
"WDR5","TEX10"
"WDR5","EHMT2"
"WDR5","KDM6A"
"WDR5","RARG"
"WDR5","CXXC1"
"WDR5","MBIP"
"WDR5","POLR2F"
"WDR5","PBX1"
"WDR5","POLR2H"
"WDR5","HOXB3"
"WDR5","RUVBL2"
"WDR5","POLR2A"
"WWP1","TGFB1"
"WWP1","NR3C1"
"WWP1","TWIST1"
"WWP1","VHL"
"WWP1","RNF138"
"WWP1","SMAD2"
"WWP1","SH3RF1"
"WWP1","SMAD6"
"WWP1","LRR1"
"WWP1","PPARGC1B"
"WWP1","ASB4"
"WWP1","CUL1"
"WWP1","ERBB4"
"WWP1","GLMN"
"WWP1","CDC20"
"WWP1","ASB9"
"WWP1","RNF14"
"WWP1","MEX3C"
"WWP1","NEDD4"
"WWP1","NR3C1"
"WWP1","TGFB1"
"WWP1","ASB9"
"WWP1","SMAD2"
"WWP1","GLMN"
"WWP1","SMAD6"
"WWP1","CDC20"
"WWP1","VHL"
"WWP1","SH3RF1"
"WWP1","ASB4"
"WWP1","RNF14"
"WWP1","PSMD9"
"WWP1","MEX3C"
"WWP1","PPARGC1B"
"WWP1","CUL1"
"WWP1","TWIST1"
"WWP1","RNF19A"
"WWP1","ERBB4"
"WWP1","RNF138"
"WWP1","NEDD4"
"WWP1","LRR1"
"WWP1","RNF19A"
"WWP1","PSMD9"
"WWTR1","SMAD2"
"WWTR1","TEAD4"
"WWTR1","ZNF521"
"WWTR1","AR"
"WWTR1","SMAD2"
"WWTR1","ZNF521"
"WWTR1","STK3"
"WWTR1","TJP2"
"WWTR1","TEAD4"
"WWTR1","TEAD1"
"WWTR1","AR"
"WWTR1","STK3"
"WWTR1","TEAD1"
"WWTR1","TJP2"
"XRCC5","SIRT1"
"XRCC5","APEX1"
"XRCC5","TP53"
"XRCC5","RBM14"
"XRCC5","BLM"
"XRCC5","DNA2"
"XRCC5","XRCC6"
"XRCC5","ILF2"
"XRCC5","EXO1"
"XRCC5","PARP1"
"XRCC5","ATRX"
"XRCC5","TDP2"
"XRCC5","CHEK2"
"XRCC5","RAD51"
"XRCC5","DNA2"
"XRCC5","XRCC6"
"XRCC5","RBBP8"
"XRCC5","TP53"
"XRCC5","ATRX"
"XRCC5","TDP2"
"XRCC5","PARP1"
"XRCC5","RAD51"
"XRCC5","ILF2"
"XRCC5","CHEK2"
"XRCC5","EXO1"
"XRCC5","PHF21A"
"XRCC5","SIRT1"
"XRCC5","RBM14"
"XRCC5","APEX1"
"XRCC5","BLM"
"XRCC5","RBBP8"
"XRCC5","PHF21A"
"XRCC6","SIRT1"
"XRCC6","SUPT16H"
"XRCC6","APEX1"
"XRCC6","TP53"
"XRCC6","BLM"
"XRCC6","DNA2"
"XRCC6","REV3L"
"XRCC6","DNA2"
"XRCC6","SUPT16H"
"XRCC6","RBBP8"
"XRCC6","TP53"
"XRCC6","XRCC5"
"XRCC6","ATRX"
"XRCC6","TDP2"
"XRCC6","PARP1"
"XRCC6","RAD51"
"XRCC6","REV3L"
"XRCC6","CHEK2"
"XRCC6","EXO1"
"XRCC6","PHF21A"
"XRCC6","AR"
"XRCC6","SIRT1"
"XRCC6","APEX1"
"XRCC6","BLM"
"XRCC6","EXO1"
"XRCC6","PARP1"
"XRCC6","ATRX"
"XRCC6","AR"
"XRCC6","TDP2"
"XRCC6","CHEK2"
"XRCC6","RAD51"
"XRCC6","XRCC5"
"XRCC6","RBBP8"
"XRCC6","PHF21A"
"YAF2","RUNX1"
"YAF2","EHMT2"
"YAF2","CBX3"
"YAF2","RUNX1"
"YAF2","TFDP1"
"YAF2","CBX3"
"YAF2","TFDP1"
"YAF2","EHMT2"
"YBX1","APEX1"
"YBX1","POLR2I"
"YBX1","CCND1"
"YBX1","SRSF6"
"YBX1","FUS"
"YBX1","SRSF1"
"YBX1","TP53"
"YBX1","POLR2D"
"YBX1","NONO"
"YBX1","SNRPD1"
"YBX1","POLR2G"
"YBX1","HNRNPD"
"YBX1","POLR2K"
"YBX1","RBMX"
"YBX1","CSDE1"
"YBX1","NONO"
"YBX1","RNPS1"
"YBX1","HNRNPK"
"YBX1","SF1"
"YBX1","ELAVL2"
"YBX1","POLR2H"
"YBX1","SNRPB"
"YBX1","APEX1"
"YBX1","EWSR1"
"YBX1","RBMX"
"YBX1","SRSF6"
"YBX1","SRSF1"
"YBX1","POLR2G"
"YBX1","SRSF3"
"YBX1","TP53"
"YBX1","HNRNPD"
"YBX1","POLR2D"
"YBX1","ALYREF"
"YBX1","CCND1"
"YBX1","SRSF10"
"YBX1","POLR2I"
"YBX1","SRSF2"
"YBX1","POLR2F"
"YBX1","POLR2K"
"YBX1","FUS"
"YBX1","SNRPD1"
"YBX1","POLR2A"
"YBX1","SRSF3"
"YBX1","HNRNPK"
"YBX1","SF1"
"YBX1","SRSF2"
"YBX1","ELAVL2"
"YBX1","EWSR1"
"YBX1","POLR2F"
"YBX1","SNRPB"
"YBX1","POLR2H"
"YBX1","SRSF10"
"YBX1","ALYREF"
"YBX1","RNPS1"
"YBX1","POLR2A"
"YBX1","CSDE1"
"ZBTB38","CTBP1"
"ZBTB38","CTBP1"
"ZEB1","SIRT1"
"ZEB1","TWIST1"
"ZEB1","GRHL2"
"ZEB1","POU5F1"
"ZEB1","SMAD2"
"ZEB1","EPCAM"
"ZEB1","STAT3"
"ZEB1","EGF"
"ZEB1","CTBP1"
"ZEB1","SOX2"
"ZEB1","FN1"
"ZEB1","DNMT1"
"ZEB1","GRHL2"
"ZEB1","ESRP1"
"ZEB1","SMAD2"
"ZEB1","EGF"
"ZEB1","POU5F1"
"ZEB1","TWIST1"
"ZEB1","SOX2"
"ZEB1","EPCAM"
"ZEB1","ETS1"
"ZEB1","STAT3"
"ZEB1","DNMT1"
"ZEB1","ZEB2"
"ZEB1","AR"
"ZEB1","SIRT1"
"ZEB1","VIM"
"ZEB1","FN1"
"ZEB1","CTBP1"
"ZEB1","AR"
"ZEB1","ETS1"
"ZEB1","ESRP1"
"ZEB1","VIM"
"ZEB1","ZEB2"
"ZEB2","TWIST1"
"ZEB2","POU5F1"
"ZEB2","SMAD2"
"ZEB2","TP53"
"ZEB2","CTBP1"
"ZEB2","ZEB1"
"ZEB2","SMAD5"
"ZEB2","VIM"
"ZEB2","TP53"
"ZEB2","SMAD2"
"ZEB2","POU5F1"
"ZEB2","TWIST1"
"ZEB2","SMAD5"
"ZEB2","ZEB1"
"ZEB2","VIM"
"ZEB2","CTBP1"
"ZFHX3","TGFB1"
